root,path,scope,freeze_status,review_status,reason
runtime,tests/unit/routing/test_registry_features.py,runtime,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
runtime,tests/unit/routing/test_router.py,runtime,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
runtime,tests/unit/routing/test_side_effects.py,runtime,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
runtime,tests/unit/test_api_contract.py,runtime,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
runtime,tests/unit/test_attempt_capacity.py,runtime,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
runtime,tests/unit/test_attempt_coordinator.py,runtime,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
runtime,tests/unit/test_attempts.py,runtime,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
runtime,tests/unit/test_capture.py,runtime,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
runtime,tests/unit/test_config.py,runtime,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
runtime,tests/unit/test_core.py,runtime,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
runtime,tests/unit/test_create_receipt.py,runtime,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
runtime,tests/unit/test_data_inventory_migration.py,runtime,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
runtime,tests/unit/test_egress.py,runtime,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
runtime,tests/unit/test_engineering_tools.py,runtime,matched,deep-reviewed,opened by an inspector
runtime,tests/unit/test_isolated_execution.py,runtime,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
runtime,tests/unit/test_key_revocation.py,runtime,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
runtime,tests/unit/test_ledger_cancellation.py,runtime,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
runtime,tests/unit/test_ledger_store.py,runtime,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
runtime,tests/unit/test_process_owner.py,runtime,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
runtime,tests/unit/test_product_client.py,runtime,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
runtime,tests/unit/test_product_migration.py,runtime,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
runtime,tests/unit/test_resource_owner.py,runtime,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
runtime,tests/unit/test_routing_lab.py,runtime,matched,deep-reviewed,opened by an inspector
runtime,tests/unit/tru/__init__.py,runtime,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
runtime,tests/unit/tru/conftest.py,runtime,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
runtime,tests/unit/tru/test_deployments.py,runtime,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
runtime,tests/unit/wire/__init__.py,runtime,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
runtime,tests/unit/wire/conftest.py,runtime,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
runtime,tests/unit/wire/test_classify.py,runtime,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
runtime,tests/unit/wire/test_identity.py,runtime,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
runtime,tests/unit/wire/test_observe.py,runtime,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
runtime,tests/unit/wire/test_parse.py,runtime,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
runtime,tests/unit/wire/test_profiles.py,runtime,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
runtime,tests/unit/wire/test_rewrite.py,runtime,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
runtime,tools/adr_module_map.py,runtime,matched,deep-reviewed,opened by an inspector
runtime,tools/check_all.py,runtime,matched,deep-reviewed,opened by an inspector
runtime,tools/check_config.py,runtime,matched,deep-reviewed,opened by an inspector
runtime,tools/check_data_inventory.py,runtime,matched,deep-reviewed,opened by an inspector
runtime,tools/check_learning_contract.py,runtime,matched,deep-reviewed,opened by an inspector
runtime,tools/check_ledger_discipline.py,runtime,matched,deep-reviewed,opened by an inspector
runtime,tools/export_api_contract.py,runtime,matched,deep-reviewed,opened by an inspector
runtime,tools/gen_dev_keys.py,runtime,matched,deep-reviewed,opened by an inspector
runtime,tools/gen_litellm_config.py,runtime,matched,deep-reviewed,opened by an inspector
runtime,tools/run_routing_lab.py,runtime,matched,deep-reviewed,opened by an inspector
runtime,uv.lock,runtime,matched,not-reviewed,not opened by any inspector
register,AGENTS.md,register-root,matched,not-reviewed,not opened by any inspector
register,BIBLIOGRAPHY.md,register-root,matched,not-reviewed,not opened by any inspector
register,CHANGELOG.md,register-root,matched,not-reviewed,not opened by any inspector
register,INDEX.md,register-root,matched,not-reviewed,not opened by any inspector
register,README.md,register-root,matched,not-reviewed,not opened by any inspector
register,REVIEW-LOG.md,register-root,matched,not-reviewed,not opened by any inspector
register,adr/CAS/ADRL-CAS-001.md,register-adr,matched,deep-reviewed,opened by an inspector
register,adr/CAS/ADRL-CAS-002.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/CAS/ADRL-CAS-003.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/CAS/ADRL-CAS-004.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/CAS/ADRL-CAS-005.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/CAS/ADRL-CAS-006.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/CAS/ADRL-CAS-007.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/CAS/ADRL-CAS-008.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/CAS/ADRL-CAS-009.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/CAS/README.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/EVL/ADRL-EVL-001.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/EVL/ADRL-EVL-002.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/EVL/ADRL-EVL-003.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/EVL/ADRL-EVL-004.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/EVL/ADRL-EVL-005.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/EVL/ADRL-EVL-006.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/EVL/ADRL-EVL-007.md,register-adr,matched,deep-reviewed,opened by an inspector
register,adr/EVL/ADRL-EVL-008.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/EVL/ADRL-EVL-009.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/EVL/README.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/FND/ADRL-FND-001.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/FND/ADRL-FND-002.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/FND/ADRL-FND-003.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/FND/ADRL-FND-004.md,register-adr,matched,deep-reviewed,opened by an inspector
register,adr/FND/ADRL-FND-005.md,register-adr,matched,deep-reviewed,opened by an inspector
register,adr/FND/README.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/LRN/ADRL-LRN-001.md,register-adr,matched,deep-reviewed,opened by an inspector
register,adr/LRN/ADRL-LRN-002.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/LRN/ADRL-LRN-003.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/LRN/ADRL-LRN-004.md,register-adr,matched,deep-reviewed,opened by an inspector
register,adr/LRN/ADRL-LRN-005.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/LRN/ADRL-LRN-006.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/LRN/ADRL-LRN-007.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/LRN/ADRL-LRN-008.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/LRN/README.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/MEM/ADRL-MEM-001.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/MEM/ADRL-MEM-002.md,register-adr,matched,deep-reviewed,opened by an inspector
register,adr/MEM/ADRL-MEM-003.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/MEM/ADRL-MEM-004.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/MEM/ADRL-MEM-005.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/MEM/ADRL-MEM-006.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/MEM/ADRL-MEM-007.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/MEM/ADRL-MEM-008.md,register-adr,matched,deep-reviewed,opened by an inspector
register,adr/MEM/ADRL-MEM-009.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/MEM/ADRL-MEM-010.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/MEM/README.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/OPS/ADRL-OPS-001.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/OPS/ADRL-OPS-002.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/OPS/ADRL-OPS-003.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/OPS/ADRL-OPS-004.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/OPS/ADRL-OPS-005.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/OPS/ADRL-OPS-006.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/OPS/ADRL-OPS-007.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/OPS/ADRL-OPS-008.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/OPS/README.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/RTG/ADRL-RTG-001.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/RTG/ADRL-RTG-002.md,register-adr,matched,deep-reviewed,opened by an inspector
register,adr/RTG/ADRL-RTG-003.md,register-adr,matched,deep-reviewed,opened by an inspector
register,adr/RTG/ADRL-RTG-004.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/RTG/ADRL-RTG-005.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/RTG/ADRL-RTG-006.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/RTG/ADRL-RTG-007.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/RTG/ADRL-RTG-008.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/RTG/ADRL-RTG-009.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/RTG/README.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/SAF/ADRL-SAF-001.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/SAF/ADRL-SAF-002.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/SAF/ADRL-SAF-003.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/SAF/ADRL-SAF-004.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/SAF/ADRL-SAF-005.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/SAF/ADRL-SAF-006.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/SAF/ADRL-SAF-007.md,register-adr,matched,deep-reviewed,opened by an inspector
register,adr/SAF/ADRL-SAF-008.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/SAF/ADRL-SAF-009.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/SAF/README.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/SEM/ADRL-SEM-001.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/SEM/ADRL-SEM-002.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/SEM/ADRL-SEM-003.md,register-adr,matched,deep-reviewed,opened by an inspector
register,adr/SEM/ADRL-SEM-004.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/SEM/ADRL-SEM-005.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/SEM/ADRL-SEM-006.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/SEM/ADRL-SEM-007.md,register-adr,matched,deep-reviewed,opened by an inspector
register,adr/SEM/README.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/TRU/ADRL-TRU-001.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/TRU/ADRL-TRU-002.md,register-adr,matched,deep-reviewed,opened by an inspector
register,adr/TRU/ADRL-TRU-003.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,adr/TRU/README.md,register-adr,matched,supporting-read,in a package or bucket an inspector traversed; not individually cited
register,design/adrl-context-graph-memory-proposal-2026-09-08.md,register-design,matched,deep-reviewed,opened by an inspector
register,design/adrl-experiment-lab-plan-2026-09-08.md,register-design,matched,deep-reviewed,opened by an inspector
register,design/adrl-lab-planning-and-assessment-2026-09-08.md,register-design,matched,deep-reviewed,opened by an inspector
register,design/adrl-multi-harness-product-contract-2026-09-07.md,register-design,matched,deep-reviewed,opened by an inspector
register,design/implementation-stack.md,register-design,matched,not-reviewed,not opened by any inspector
register,output/adrl-executive-2026-09-08/ADRL-Executive-Brief.pdf,register-output,matched,deep-reviewed,opened by an inspector
register,output/adrl-executive-2026-09-08/ADRL-Executive-Progress-v2.pptx,register-output,matched,deep-reviewed,opened by an inspector
register,output/pdf/adrl-independent-research-review-2026-09-07.pdf,register-output,matched,not-reviewed,not opened by any inspector
register,profiles/anthropic-messages-v1.yaml,register-profiles,matched,deep-reviewed,opened by an inspector
register,reports/ADRL-NOW.md,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/adrl-adaptive-improvement-proposal-2026-09-07.md,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/adrl-adaptive-routing-rsi-blueprint-2026-09-08.md,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/adrl-claude-subscription-pilot-2026-09-07.md,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/adrl-course-correction-plan-2026-09-07.md,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/adrl-executive-review-2026-09-08.md,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/adrl-experiment-template.md,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/adrl-implementation-journey.md,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/adrl-implementation-roadmap-2026-09-07.md,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/adrl-improvement-experiment-2026-09-07.md,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/adrl-independent-research-review-2026-09-07.md,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/adrl-independent-review-prompt-2026-09-08.md,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/adrl-lab-first-run-2026-09-08.md,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/adrl-live-observation-pilot-2026-09-07.md,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/adrl-product-foundation-implementation-2026-09-07.md,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/adrl-product-report-2026-09-03.md,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/adrl-product-roadmap-2026-09-08.md,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/adrl-product-services-implementation-2026-09-07.md,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/adrl-register-sync-2026-09-07.md,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/adrl-research-critique-2026-09-03.md,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/adrl-routing-correction-2026-09-08.md,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/adrl-routing-in-action-2026-09-08.md,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/adrl-session-verification-2026-09-07.md,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/adrl-startup-investment-brief-2026-09-08.md,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/adrl-w3-1-operator-captures-2026-09-08.md,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/adrl-w3-2a-attempt-journal-2026-09-08.md,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/adrl-w3-2b1-process-ownership-2026-09-08.md,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/adrl-w3-2b2a-terminal-capacity-2026-09-08.md,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/adrl-w3-2b2b1-key-revocation-2026-09-08.md,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/adrl-w3-2b2b2-process-coordination-2026-09-08.md,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/adrl-w3-2b2c-writer-boundary-2026-09-08.md,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/adrl-w3-2b2d1-stopped-resource-ownership-2026-09-08.md,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/adrl-w3-2b2d2-launch-contract-2026-09-08.md,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/adrl-w3-execution-identity-2026-09-08.md,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/adrl-w3-isolated-launch-2026-09-08.md,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/adrl-w3-transport-receipts-2026-09-08.md,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/adrl-wave-execution-template.md,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/lab/planning-starter-v1/assessment.md,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/lab/planning-starter-v1/contract.md,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/lab/planning-starter-v1/hld/brief.md,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/lab/planning-starter-v1/lld/brief.md,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/lab/planning-starter-v1/manifest.json,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/lab/planning-starter-v1/prd/brief.md,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/lab/planning-starter-v1/tasks.json,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/lab/planning-starter-v1/validation.json,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/adaptive-routing-blueprint-2026-09-08/hf-llmrouter.json,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/adaptive-routing-blueprint-2026-09-08/sources.json,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/adaptive-routing-blueprint-2026-09-08/taxonomy-map.json,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/adaptive-routing-blueprint-2026-09-08/taxonomy-map.md,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/adaptive-routing-blueprint-2026-09-08/validation.json,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/adrl-artifact-source-check-2026-09-07.json,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/adrl-claude-subscription-pilot-2026-09-07.json,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/research/adrl-claude-subscription-pilot-validation-2026-09-07.json,register-reports,matched,supporting-read,evidence json referenced by an inspector's count reconciliation
register,reports/research/adrl-course-correction-baseline-2026-09-07.json,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/research/adrl-execution-state.json,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/adrl-improvement-experiment-2026-09-07.json,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/research/adrl-improvement-experiment-2026-09-07.patch,register-reports,matched,generated/duplicate,"patch, signature or bytecode; underlying source or json inspected where cited"
register,reports/research/adrl-improvement-history-2026-09-07.json,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/research/adrl-improvement-inputs-2026-09-07.json,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/research/adrl-improvement-register-validation-2026-09-07.json,register-reports,matched,supporting-read,evidence json referenced by an inspector's count reconciliation
register,reports/research/adrl-independent-review-manifest-2026-09-07.json,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/adrl-live-observation-pilot-2026-09-07.json,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/research/adrl-live-observation-register-validation-2026-09-07.json,register-reports,matched,supporting-read,evidence json referenced by an inspector's count reconciliation
register,reports/research/adrl-maturity-baseline-2026-09-07.json,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/adrl-observation-mode-2026-09-07.patch,register-reports,matched,generated/duplicate,"patch, signature or bytecode; underlying source or json inspected where cited"
register,reports/research/adrl-product-foundation-2026-09-07.json,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/research/adrl-product-foundation-2026-09-07.patch,register-reports,matched,generated/duplicate,"patch, signature or bytecode; underlying source or json inspected where cited"
register,reports/research/adrl-product-services-2026-09-07.json,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/research/adrl-product-services-2026-09-07.patch,register-reports,matched,generated/duplicate,"patch, signature or bytecode; underlying source or json inspected where cited"
register,reports/research/adrl-product-services-register-validation-2026-09-07.json,register-reports,matched,supporting-read,evidence json referenced by an inspector's count reconciliation
register,reports/research/adrl-register-sync-validation-2026-09-07.json,register-reports,matched,supporting-read,evidence json referenced by an inspector's count reconciliation
register,reports/research/adrl-roadmap-plan-2026-09-07.json,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/adrl-roadmap-validation-2026-09-07.json,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/adrl-session-verification-2026-09-07.json,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/research/adrl-session-verification-2026-09-07.patch,register-reports,matched,generated/duplicate,"patch, signature or bytecode; underlying source or json inspected where cited"
register,reports/research/adrl-session-verification-register-validation-2026-09-07.json,register-reports,matched,supporting-read,evidence json referenced by an inspector's count reconciliation
register,reports/research/adrl-session-verifier-plan-2026-09-07.json,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/research/adrl-session-verifier-runner-2026-09-07.py,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/adrl-w0-baseline-2026-09-07.json,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/research/adrl-w0-baseline-2026-09-07.patch,register-reports,matched,generated/duplicate,"patch, signature or bytecode; underlying source or json inspected where cited"
register,reports/research/adrl-w3-1-operator-captures-2026-09-08.json,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/research/adrl-w3-1-operator-captures-2026-09-08.patch,register-reports,matched,generated/duplicate,"patch, signature or bytecode; underlying source or json inspected where cited"
register,reports/research/adrl-w3-2a-attempt-journal-2026-09-08.json,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/research/adrl-w3-2a-attempt-journal-2026-09-08.patch,register-reports,matched,generated/duplicate,"patch, signature or bytecode; underlying source or json inspected where cited"
register,reports/research/adrl-w3-2b1-process-ownership-2026-09-08.json,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/research/adrl-w3-2b1-process-ownership-2026-09-08.patch,register-reports,matched,generated/duplicate,"patch, signature or bytecode; underlying source or json inspected where cited"
register,reports/research/adrl-w3-2b2a-terminal-capacity-2026-09-08.json,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/research/adrl-w3-2b2a-terminal-capacity-2026-09-08.patch,register-reports,matched,generated/duplicate,"patch, signature or bytecode; underlying source or json inspected where cited"
register,reports/research/adrl-w3-2b2b1-key-revocation-2026-09-08.json,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/research/adrl-w3-2b2b1-key-revocation-2026-09-08.patch,register-reports,matched,generated/duplicate,"patch, signature or bytecode; underlying source or json inspected where cited"
register,reports/research/adrl-w3-2b2b2-process-coordination-2026-09-08.json,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/research/adrl-w3-2b2b2-process-coordination-2026-09-08.patch,register-reports,matched,generated/duplicate,"patch, signature or bytecode; underlying source or json inspected where cited"
register,reports/research/adrl-w3-2b2c-writer-boundary-2026-09-08.json,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/research/adrl-w3-2b2d1-stopped-resource-ownership-2026-09-08.json,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/research/adrl-w3-2b2d1-stopped-resource-ownership-2026-09-08.patch,register-reports,matched,generated/duplicate,"patch, signature or bytecode; underlying source or json inspected where cited"
register,reports/research/adrl-w3-2b2d2-launch-contract-2026-09-08.json,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/research/adrl-w3-execution-identity-2026-09-08.json,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/research/adrl-w3-isolated-launch-2026-09-08.json,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/adrl-w3-isolated-launch-2026-09-08.patch,register-reports,matched,generated/duplicate,"patch, signature or bytecode; underlying source or json inspected where cited"
register,reports/research/adrl-w3-transport-receipts-2026-09-08.json,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/adrl-w3-transport-receipts-2026-09-08.patch,register-reports,matched,generated/duplicate,"patch, signature or bytecode; underlying source or json inspected where cited"
register,reports/research/critique-evl-field-2026-09-03.md,register-reports,matched,historical-context,"3 September or earlier material, used as context for what was challenged"
register,reports/research/critique-fnd-sem-tru-2026-09-03.md,register-reports,matched,historical-context,"3 September or earlier material, used as context for what was challenged"
register,reports/research/critique-mem-lrn-2026-09-03.md,register-reports,matched,historical-context,"3 September or earlier material, used as context for what was challenged"
register,reports/research/critique-rtg-cas-2026-09-03.md,register-reports,matched,historical-context,"3 September or earlier material, used as context for what was challenged"
register,reports/research/critique-saf-ops-2026-09-03.md,register-reports,matched,historical-context,"3 September or earlier material, used as context for what was challenged"
register,reports/research/dataset-validator-pilot-fix-2026-09-07.patch,register-reports,matched,deep-reviewed,opened by an inspector
register,reports/research/dataset-validator-pilot-verifier-2026-09-07.py,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/research/execution-identity-2026-09-08/execution_identity.py,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/research/execution-identity-2026-09-08/run_probe.py,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/research/execution-identity-2026-09-08/test_execution_identity.py,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/research/execution-identity-2026-09-08/test_probe_reporting.py,register-reports,matched,not-reviewed,not opened by any inspector
register,reports/research/experiment-lab-planning-2026-09-08/validation.json,register-reports,matched,deep-reviewed,opened by an inspector
